browser,browser_version,order_flag_flagged,order_flag_nf,diff
Mobile Chrome,47.0,0.03894839337877313,,
Mobile Chrome,50.0,0.019474196689386564,0.007305906419456441,0.012168290269930123
Mobile Chrome,54.0,0.759493670886076,1.2525570672468098,-0.4930633963607338
Mobile Chrome,57.0,0.019474196689386564,0.0008117673799396045,0.01866242930944696
Mobile Chrome,58.0,0.019474196689386564,0.0008117673799396045,0.01866242930944696
Mobile Chrome,63.0,0.03894839337877313,0.012176510699094067,0.02677188267967906
Mobile Chrome,65.0,0.019474196689386564,0.004058836899698022,0.015415359789688542
Mobile Chrome,68.0,0.03894839337877313,0.04464720589667825,-0.005698812517905119
Mobile Chrome,70.0,0.07789678675754626,0.11608273533136344,-0.038185948573817186
Mobile Chrome,72.0,0.03894839337877313,0.05844725135565153,-0.0194988579768784
Mobile Chrome,73.0,0.11684518013631938,0.07387083157450401,0.04297434856181537
Mobile Chrome,74.0,0.2921129503407984,0.33688346267493585,-0.044770512334137424
Mobile Chrome,75.0,0.23369036027263876,0.18427119524629024,0.04941916502634852
Mobile Chrome,76.0,0.21421616358325218,0.182647660486411,0.03156850309684117
Mobile Chrome,77.0,0.4089581304771178,0.38802480761113095,0.02093332286598687
Mobile Chrome,78.0,0.42843232716650437,0.7216612007663084,-0.293228873599804
Mobile Chrome,79.0,9.46445959104187,10.98158911582297,-1.517129524781101
Mobile Chrome,80.0,5.335929892891918,6.211643991297854,-0.8757140984059362
Mobile Safari,4.0,0.019474196689386564,,
Mobile Safari,7.0,0.019474196689386564,0.009741208559275254,0.00973298813011131
Mobile Safari,8.0,0.03894839337877313,0.025976556158067345,0.012971837220705783
Mobile Safari,9.0,0.2921129503407984,0.46595447608533297,-0.17384152574453454
Mobile Safari,10.0,0.6037000973709834,0.7021787836477579,-0.09847868627677447
Mobile Safari,11.0,0.48685491723466406,0.765496639283047,-0.27864172204838294
Mobile Safari,12.0,4.790652385589095,3.971977790044485,0.8186745955446098
Mobile Safari,13.0,7.283349561830574,10.628470305549241,-3.3451207437186667
Mobile Safari (App),9.0,0.019474196689386564,0.0178588823586713,0.0016153143307152638
Mobile Safari (App),10.0,0.05842259006815969,0.08604734227359807,-0.027624752205438384
Mobile Safari (App),11.0,0.4673807205452775,0.2313537032827873,0.23602701726249023
Mobile Safari (App),12.0,2.7848101265822787,2.0943598402441794,0.6904502863380992
Mobile Safari (App),13.0,13.106134371957157,14.352047277332208,-1.2459129053750502
Opera,66.0,0.019474196689386564,0.059259018735591126,-0.039784822046204565
Safari,9.0,0.019474196689386564,0.06494139039516836,-0.0454671937057818
Safari,10.0,0.3310613437195716,0.20781244926453876,0.12324889445503281
Safari,11.0,0.3505355404089581,0.3563658797934864,-0.00583033938452826
Safari,12.0,0.21421616358325218,0.49761340390297754,-0.28339724031972535
Safari,13.0,7.575462512171373,10.207974802740527,-2.632512290569154
Samsung Browser,3.0,0.15579357351509251,0.03409422995746339,0.12169934355762912
Samsung Browser,4.0,0.03894839337877313,0.009741208559275254,0.029207184819497876
Samsung Browser,9.0,0.03894839337877313,0.12825924603045752,-0.0893108526516844
Samsung Browser,10.0,1.518987341772152,1.7363704256908141,-0.21738308391866212
Samsung Browser,11.0,0.21421616358325218,0.2500243530213982,-0.03580818943814601
